name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Tiara	100	0	1	1	40	50	0	0	0	0	25	0	70	30	1002	2100000	ci2	ci2	13	316	lit	lit	ci1	ci2	ci3	0	0	2	2	1	4	1	flpci1	invci2									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	0	0	1
Diadem	100	0	1	1	50	60	0	0	0	0	25	0	85	50	12116	4147500	ci3	ci3	18	316	lit	lit	ci1	ci2	ci3	0	0	2	2	1	4	1	flpci2	invci3									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	0	0	1
Shako	100	0	2	1	98	141	0	0	50	0	50	0	58	50	11796	1510776	uap	uap			cap	cap	cap	xap	uap	0	0	2	2	1	4	1	flpcap	invcap									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Hydraskull	100	0	4	1	101	145	0	0	84	0	50	0	63	50	13008	1704828	ukp	ukp			skp	skp	skp	xkp	ukp	0	0	2	2	1	4	1	flpskp	invskp									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Armet	100	0	4	1	105	149	0	0	109	0	50	0	68	50	14350	2015112	ulm	ulm			hlm	hlm	hlm	xlm	ulm	0	0	2	2	1	4	1	flphlm	invhlm	invhlmu	invhlmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Giant Conch	100	0	4	1	110	154	0	0	142	0	50	0	54	50	12080	2273592	uhl	uhl			fhl	fhl	fhl	xhl	uhl	0	0	2	2	1	4	1	flpfhl	invfhl	invfhlu	invfhlu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Spired Helm	100	0	4	1	114	159	0	0	192	0	50	0	79	50	17520	2762640	uhm	uhm			ghm	ghm	ghm	xhm	uhm	0	0	2	2	1	4	1	flpghm	invghm		invuhms							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			7	8	0	xxx	xxx	0	0	1
Corona	100	0	4	1	111	165	0	0	174	0	50	0	85	50	10096	3126510	urn	urn		312	crn	crn	crn	xrn	urn	0	0	2	2	1	4	1	flpcrn	invcrn									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Demonhead	100	0	4	1	101	154	0	0	102	0	50	0	74	50	15578	2399112	usk	usk		307	msk	msk	msk	xsk	usk	0	0	2	2	1	4	1	flpmsk	invmsk									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	0	0	1
Dusk Shroud	100	0	2	1	361	467	0	0	77	0	50	0	65	50	40434	5055444	uui	uui		313	qlt	qlt	qui	xui	uui	0	1	2	3	1	6	1	flpqlt	invqlt			0	0	0	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Wyrmhide	100	0	2	1	364	470	0	0	84	0	50	0	67	50	41884	5355828	uea	uea		313	lea	lea	lea	xea	uea	0	1	2	3	1	6	1	flplea	invlea			0	0	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Scarab Husk	100	0	3	1	369	474	0	0	95	0	50	0	68	50	42836	5674824	ula	ula		313	hla	hla	hla	xla	ula	0	1	2	3	1	6	1	flphla	invhla			1	1	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Wire Fleece	100	0	4	1	375	481	0	0	111	0	50	0	70	50	44598	6179664	utu	utu		313	stu	stu	stu	xtu	utu	0	1	2	3	1	6	1	flpstu	invstu			1	0	0	1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Diamond Mail	100	0	4	1	383	489	0	0	131	0	50	0	72	50	46506	6730272	ung	ung		313	rng	rng	rng	xng	ung	0	1	2	3	1	6	1	flprng	invrng			0	0	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Loricated Mail	100	0	4	1	390	496	0	0	149	0	50	0	73	50	47798	7146120	ucl	ucl		313	scl	scl	scl	xcl	ucl	0	1	2	3	1	6	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Boneweave	100	0	4	1	399	505	0	0	158	0	50	0	62	50	42014	7609020	uhn	uhn		313	chn	chn	chn	xhn	uhn	0	1	2	3	1	6	1	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Great Hauberk	100	0	4	1	395	501	0	0	118	0	50	0	75	50	49472	8028564	urs	urs		313	brs	brs	brs	xrs	urs	0	1	2	3	1	6	1	flpbrs	invbrs			0	0	2	0	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Balrog Skin	100	0	4	1	410	517	0	0	165	0	50	0	76	50	51656	8648682	upl	upl		313	spl	spl	spl	xpl	upl	0	1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Hellforged Plate	100	0	4	1	421	530	0	0	196	0	50	0	78	50	54104	9593160	ult	ult		313	plt	plt	plt	xlt	ult	0	1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Kraken Shell	100	0	4	1	417	523	0	0	174	0	50	0	81	50	55404	10235970	uld	uld		313	fld	fld	fld	xld	uld	0	1	2	3	1	6	1	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Lacquered Plate	100	0	4	1	433	541	0	0	208	0	50	0	82	50	57888	11410392	uth	uth		313	gth	gth	gth	xth	uth	0	1	2	3	1	6	1	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Shadow Plate	100	0	4	1	446	557	0	0	230	0	50	0	83	50	60110	12824856	uul	uul		313	ful	ful	ful	xul	uul	0	1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Sacred Armor	100	0	4	1	487	600	0	0	232	0	50	0	85	50	66134	14616636	uar	uar		313	aar	aar	aar	xar	uar	0	1	2	3	1	6	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Archon Plate	100	0	4	1	410	524	0	0	103	0	50	0	84	50	56972	11554116	utp	utp		313	ltp	ltp	ltp	xtp	utp	0	1	2	3	1	6	1	flpltp	invltp			2	0	1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			7	8	0	xxx	xxx	0	0	1
Heater	100	0	2	1	95	110	0	0	77	22	80	0	58	50	10272	1155684	uuc	uuc		318	buc	buc	buc	xuc	uuc	0	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	30	30	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Luna	100	0	3	1	108	123	0	0	100	20	80	0	61	50	11964	1309632	uml	uml		318	buc	buc	sml	xml	uml	0	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	29	29	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	5	0	xxx	xxx	0	0	1
Hyperion	100	0	4	1	119	135	0	0	127	24	80	0	64	50	13602	1542834	urg	urg		318	lrg	lrg	lrg	xrg	urg	0	7	2	3	1	6	2	flplrg	invlrg	invlrgu	invlrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	32	32	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Monarch	100	0	4	1	133	148	0	0	156	22	80	0	72	50	16556	1728462	uit	uit		318	kit	kit	kit	xit	uit	0	7	2	3	1	6	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	34	34	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Aegis	100	0	4	1	145	161	0	0	219	24	80	0	79	50	19430	2080704	uow	uow		318	tow	tow	tow	xow	uow	0	7	2	3	1	6	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	28	28	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Ward	100	0	4	1	153	170	0	0	185	24	80	0	84	50	21574	2569806	uts	uts		318	kit	kit	gts	xts	uts	0	7	2	4	1	6	2	flpgts	invgts	invgtsu	invutss							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	35	35	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Bramble Mitts	100	0	2	1	54	62	0	0	50	0	50	0	57	50	6074	809814	ulg	ulg			lgl	lgl	lgl	xlg	ulg	0	16	2	2	1	4	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Vampirebone Gloves	100	0	2	1	56	65	0	0	50	0	50	0	63	50	6866	918312	uvg	uvg			vgl	vgl	vgl	xvg	uvg	0	16	2	2	1	4	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Vambraces	100	0	2	1	59	67	0	0	106	0	50	0	69	50	7680	1056456	umg	umg			mgl	mgl	mgl	xmg	umg	0	16	2	2	1	4	0	flpmgl	invmgl									0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Crusader Gauntlets	100	0	3	1	59	68	0	0	151	0	50	0	76	50	8496	1261860	utg	utg			mgl	mgl	tgl	xtg	utg	0	16	2	2	1	4	0	flptgl	invtgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Ogre Gauntlets	100	0	4	1	62	71	0	0	185	0	50	0	85	50	9730	1494576	uhg	uhg			hgl	hgl	hgl	xhg	uhg	0	16	2	2	1	4	0	flphgl	invhgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Wyrmhide Boots	100	0	2	1	54	62	0	0	50	0	50	0	60	50	6356	809814	ulb	ulb			lbt	lbt	lbt	xlb	ulb	0	16	2	2	1	4	2	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	100	100	200	50	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Scarabshell Boots	100	0	2	1	56	65	0	0	91	0	50	0	66	50	7146	916860	uvb	uvb			vbt	vbt	vbt	xvb	uvb	0	16	2	2	1	4	2	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	110	110	200	50	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Boneweave Boots	100	0	2	1	59	67	0	0	118	0	50	0	72	50	7974	1056030	umb	umb			mbt	mbt	mbt	xmb	umb	0	16	2	2	1	4	2	flpmbt	invmbt									0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	118	118	200	50	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Mirrored Boots	100	0	3	1	59	68	0	0	163	0	50	0	81	50	8990	1261392	utb	utb			mbt	mbt	tbt	xtb	utb	0	16	2	2	1	4	2	flptbt	invtbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	145	145	200	50	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Myrmidon Greaves	100	0	4	1	62	71	0	0	208	0	50	0	85	50	9726	1493580	uhb	uhb			hbt	hbt	hbt	xhb	uhb	0	16	2	2	1	4	2	flphbt	invhbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	149	149	200	50	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Spiderweb Sash	100	0	2	1	55	62	0	0	50	0	50	0	61	50	6462	811398	ulc	ulc			lbl	lbl	lbl	zlb	ulc	0	16	2	1	1	2	1	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Vampirefang Belt	100	0	2	1	56	63	0	0	50	0	50	0	68	50	7222	902640	uvc	uvc			vbl	vbl	vbl	zvb	uvc	0	16	2	1	1	2	1	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Mithril Coil	100	0	2	1	58	65	0	0	106	0	50	0	75	50	8106	1035000	umc	umc			mbl	mbl	mbl	zmb	umc	0	16	2	1	1	2	1	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Troll Belt	100	0	2	1	59	66	0	0	151	0	50	0	82	50	8898	1234140	utc	utc			mbl	mbl	tbl	ztb	utc	0	16	2	1	1	2	1	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Colossus Girdle	100	0	3	1	61	71	0	0	185	0	50	0	85	50	9646	1481328	uhc	uhc			hbl	hbl	hbl	zhb	uhc	0	16	2	1	1	2	1	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Bone Visage	100	0	2	1	100	157	0	0	106	0	50	0	84	50	17538	1794480	uh9	uh9		309	bhm	bhm	bhm	xh9	uh9	0	0	2	2	1	4	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			7	8	0	xxx	xxx	0	0	1
Troll Nest	100	0	2	1	158	173	0	0	106	20	80	0	76	50	20176	1759740	ush	ush		311	bsh	bsh	bsh	xsh	ush	0	7	2	3	1	6	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	38	38	100		0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Blade Barrier	100	0	3	1	147	163	0	0	118	20	80	0	68	50	17204	1241742	upk	upk		308	spk	spk	spk	xpk	upk	0	7	2	3	1	6	2	flpspk	invspk	invspku	invspku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	40	40	100		0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Alpha Helm	100	0	1	1	52	62	0	0	44	0	50	0	35	30	3882	246180	dr6	dr6		303	dr1	dr1	dr1	dr6	drb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Griffon Headress	100	0	1	1	46	68	0	0	50	0	50	0	40	30	4358	246186	dr7	dr7		303	dr4	dr4	dr2	dr7	drc	0	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Hunter's Guise	100	0	1	1	67	81	0	0	56	0	50	0	46	30	6246	246192	dr8	dr8		303	dr3	dr3	dr3	dr8	drd	0	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Sacred Feathers	100	0	1	1	58	87	0	0	62	0	50	0	50	30	6596	246192	dr9	dr9		303	dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Totemic Mask	100	0	1	1	73	98	0	0	65	0	50	0	55	30	8302	246192	dra	dra		303	dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Jawbone Visor	100	0	1	1	55	68	0	0	58	0	50	0	33	30	3946	246180	ba6	ba6		310	ba1	dr1	ba1	ba6	bab	0	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Lion Helm	100	0	1	1	63	75	0	0	73	0	50	0	38	30	4944	246186	ba7	ba7		310	ba1	bhm	ba2	ba7	bac	0	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Rage Mask	100	0	1	1	78	90	0	0	88	0	50	0	44	30	6706	246192	ba8	ba8		310	ba3	bhm	ba3	ba8	bad	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Savage Helmet	100	0	1	1	85	98	0	0	103	0	50	0	49	30	7962	246192	ba9	ba9		310	ba5	bhm	ba4	ba9	bae	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Slayer Guard	100	0	1	1	93	120	0	0	118	0	50	0	54	30	9952	246192	baa	baa		310	ba5	bhm	ba5	baa	baf	0	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	0	0	xxx	xxx	0	0	1
Akaran Targe	100	0	1	1	101	125	0	0	44	10	80	0	35	30	7192	246192	pa6	pa6		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	16	16	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Akaran Rondache	100	0	1	1	113	137	0	0	59	15	80	0	40	30	8850	246198	pa7	pa7		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	20	20	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
