Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
heartofwolverine	423	spiritofbarbs	oaksage	1	Heart of Wolverine	heartofwolverine			Totem		x3	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																														100	50	20	-100	-50	-25	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	6		1					0	320	360	123											320	360	123											320	360	123																																																																							0
oaksage	424	spiritofbarbs		2	Oak Sage	oaksage			Totem		xw	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																														100	50	20	-100	-50	-25	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	6		1					0	140	160	49											140	160	49											140	160	49																																																																							0
plaguepoppy	425	plaguepoppy		0	Druid Plague Poppy	plaguepoppy			Vines		k9	1													1	1		7	7	0							15	15	15				100	100	100	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1						Vine Attack	S1	1																						100	50	20	-100	-50	-25	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	7		1					0	105	145	25											105	145	25											105	145	25																																																																							0
cycleoflife	426	cycleoflife		0	Druid Cycle of Life	cycleoflife			CycleOfLife		k9	1													1	1		7	7	0							15	15	15				50	50	50	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1						CorpseCycler	S1	1																						100	50	20	-100	-50	-25	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	6		1					10	200	275	92											200	275	92											200	275	92																																																																							0
vinecreature	427	vinecreature		0	Vine Creature	vinecreature			CycleOfLife		k9	1													1	1		7	7	0							15	15	15				50	50	50	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1						VineCycler	S1	1																						100	50	20	-100	-50	-25	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	6		1					10	345	480	165											345	480	165											345	480	165																																																																							0
druidbear	428	druidbear		0	Druid Bear	druidbear			DruidBear		b7	1													1	1		5	9	0				bear	bear	11	15	15	15				15	15	15	40	40	40	50	50	50	0	0	0	0	0	0																		1	1					1					1			1	1			1						BearSmite	seq_bearsmite	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	0	0	0	0	40	20	0	0	0	0	12	Summon Grizzly	1					10	1375	1875	245				375							1375	1875	245				300							1375	1875	245				300																																																																			0
eagle	429	eagle		0	Eagle	eagle			Idle		eg	1													1	1		6	6	0				foulcrow	foulcrow		15	15	15																																				1	1					1				1				1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2		1		48	48	48	10	90	145	95		5	18	116							288	460	102		5	19	138							498	798	110		6	25	183																																																																			0
wolf	430	wolf		0	Wolf	wolf			NecroPet		40	1													1	1		6	6	0				werewolf	werewolf	14	15	15	15																																				1	1					1								1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2		1		8	8	8	10	40	62	37		2	8	18	2	8	14				115	185	40		2	8	20	2	8	20				198	318	43		2	9	27	2	9	27																																																																0
bear	431	bear		0	Bear	bear			NecroPet		TG	1													1	1		6	6	0				werebear	werebear	14	15	15	15																																				1	1					1								1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2		1					0	30	48	30		1	6	35							85	135	33		1	6	40							142	230	35		2	9	53																																																																			0
barricadedoor1	432	barricadedoor1	barricadedoor2	0	Barricade Door	barricadedoor1			Idle		AJ	1													1	1		0	0	0	30	45	77	barricadedoor	barricadedoor	6	15	15	15																																					1													1				1																														100	50	20	-100	-50	-25	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100								0	238	380	88											375	500	35											375	500	35																																																																							0
barricadedoor2	433	barricadedoor1		1	Barricade Door	barricadedoor2			Idle		AG	1													1	1		0	0	0	30	45	77	barricadedoor	barricadedoor	6	15	15	15																																					1													1				1																														100	50	20	-100	-50	-25	-100	100	-100	100	-100	100	-100	100	-100	100	-100	100	-100	100	-100	100	-100	100								0	238	380	88											375	500	35											375	500	35																																																																							0
prisondoor	434	prisondoor		0	Prison Door	prisondoor			Idle		2Q	1													1	1		0	0	0	30	45	77			6	15	15	15																																					1													1				1																														100	50	20	-100	-50	-25	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100								0	122	238	88											125	238	30											125	238	30																																																																							0
barricadetower	435	barricadetower		0	Barricade Tower	barricadetower		construct	SiegeTower		ac	1													1	1		0	0	0	19	45	77	guardtower	guardtower	6	15	15	15				40	40	40																															1													1																																		100	50	20	-100	-50	-25	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100								0	962	1440	88											1750	2000	35											1750	2000	35																																																																			2				0
reanimatedhorde1	436	reanimatedhorde1	reanimatedhorde2	0	RotWalker	reanimatedhorde1		zombie	ReanimatedHorde		re	1													2	4		1	5	2	35	71	101	reanimatedhorde	reanimatedhorde	10	15	14	13				30	45	55	20	15	12	12	15	18	20	25	30	20	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1									Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				45	45	45	10	288	428	107	256	39	108	174	39	108	93				275	338	70	210	88	138	135	75	150	100				275	338	70	210	88	138	135	75	150	100																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
reanimatedhorde2	437	reanimatedhorde1	reanimatedhorde3	1	ReanimatedHorde	reanimatedhorde2		zombie	ReanimatedHorde		re	1													2	4		1	5	2	37	72	102	reanimatedhorde	reanimatedhorde	10	15	14	13				40	55	65	20	15	12	12	15	18	25	30	35	25	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				47	47	47	10	285	428	107	270	42	108	172	42	108	93				275	338	70	210	88	138	135	75	150	100				275	338	70	210	88	138	135	75	150	100																																														Act 5 H2H B	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
reanimatedhorde3	438	reanimatedhorde1	reanimatedhorde4	2	ProwlingDead	reanimatedhorde3		zombie	ReanimatedHorde		re	1													2	4		2	5	2	39	73	103	reanimatedhorde	reanimatedhorde	10	15	14	13				50	65	70	20	15	12	12	15	18	25	35	40	25	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	285	428	107	286	40	109	174	40	109	93				275	338	70	210	88	138	135	75	150	100				275	338	70	210	88	138	135	75	150	100																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
reanimatedhorde4	439	reanimatedhorde1	reanimatedhorde5	3	UnholyCorpse	reanimatedhorde4		zombie	ReanimatedHorde		re	1													2	4		2	5	2	40	74	104	reanimatedhorde	reanimatedhorde	10	15	14	13				60	70	80	20	15	12	12	15	18	30	40	40	30	30	30	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	285	428	107	328	41	111	172	41	111	93				275	338	70	210	88	138	135	75	150	100				275	338	70	210	88	138	135	75	150	100																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
reanimatedhorde5	440	reanimatedhorde1	reanimatedhorde6	4	DefiledWarrior	reanimatedhorde5		zombie	ReanimatedHorde		re	1													2	4		3	5	2	41	75	105	reanimatedhorde	reanimatedhorde	10	15	14	13				70	80	85	20	15	12	12	15	18	35	45	45	35	35	35	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	285	425	107	346	44	111	172	44	111	93				275	338	70	210	88	138	135	75	150	100				275	338	70	210	88	138	135	75	150	100																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
siegebeast1	441	siegebeast1	siegebeast2	0	Siege Beast	siegebeast1		siegebeast	SiegeBeast		ox	1							imp1		1		3	4	1	1		3	7	1	41	69	101	siegebeast	siegebeast	10	15	14	13				25	25	25	50	60	65	1	2	3	15	15	15	1	2	3	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	1	Charge	seq_siegebeastcharge	1																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	948	948	88	574	115	152	314							900	1050	90	520	175	275	170							900	1050	90	520	175	275	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
siegebeast2	442	siegebeast1	siegebeast3	1	CrushBiest	siegebeast2		siegebeast	SiegeBeast		ox	1							imp2		1		3	4	1	1		3	8	1	42	70	101	siegebeast	siegebeast	10	15	14	13				25	25	25	50	65	70	1	2	4	15	15	15	1	2	4	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	2	Charge	seq_siegebeastcharge	2																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	948	948	88	590	110	151	314							900	1050	90	520	175	275	170							900	1050	90	520	175	275	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
siegebeast3	443	siegebeast1	siegebeast4	2	BloodBringer	siegebeast3		siegebeast	SiegeBeast		ox	1							imp3		1		3	4	1	1		4	9	1	42	70	101	siegebeast	siegebeast	10	15	14	13				25	25	25	50	70	75	1	3	4	15	15	15	1	2	4	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	3	Charge	seq_siegebeastcharge	3																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	948	948	88	590	110	151	314							900	1050	90	520	175	275	170							900	1050	90	520	175	275	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
siegebeast4	444	siegebeast1	siegebeast5	3	GoreBearer	siegebeast4		siegebeast	SiegeBeast		ox	1							imp4		1		3	4	1	1		5	10	1	42	73	104	siegebeast	siegebeast	10	15	14	13				25	25	25	50	75	80	1	3	5	15	15	15	1	3	4	50	50	50	100	100	100													1	1												1	1					1				Siege Beast Stomp	A2	4	Charge	seq_siegebeastcharge	5																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	948	948	88	590	110	151	314							900	1050	90	520	175	275	170							900	1050	90	520	175	275	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
siegebeast5	445	siegebeast1		4	DeamonSteed	siegebeast5		siegebeast	SiegeBeast		ox	1							imp5		1		3	4	1	1		6	11	1	42	74	105	siegebeast	siegebeast	10	15	14	13				25	25	25	50	80	85	1	3	5	15	15	15	1	3	5	50	50	50	100	100	100													1	1												1	1									Siege Beast Stomp	A2	5	Charge	seq_siegebeastcharge	7																			100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	948	948	88	590	110	151	314							900	1050	90	520	175	275	170							900	1050	90	520	175	275	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
snowyeti1	446	snowyeti1	snowyeti2	0	SnowYeti1	snowyeti1		snowyeti	Brute		io	1													3	4		5	8	1	40	71	102	brute	brute	10	15	14	13							0	0	0	90	90	94	40	50	50																						1	1												1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	568	107	396	41	111	172	56	121	93				388	525	85	220	81	144	95	94	138	85				388	525	85	220	81	144	95	94	138	85				A1	stun	100	32	48	50	100	75	100	50	100	75	100	50	A2	cold	33				33	33	55	50	33	33	55	75															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
snowyeti2	447	snowyeti1	snowyeti3	1	SnowYeti2	snowyeti2		snowyeti	Brute		io	1													3	4		6	6	1	41	71	103	brute	brute	10	15	14	13							0	0	0	90	91	95	40	40	40																						1	1												1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	570	107	408	39	106	172	54	121	93				388	525	85	220	81	144	95	94	138	85				388	525	85	220	81	144	95	94	138	85				A1	stun	100	46	61	100	100	75	100	100	100	75	100	100	A2	cold	33				33	33	55	50	33	33	55	75															Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
snowyeti3	448	snowyeti1	snowyeti4	2	SnowYeti3	snowyeti3		snowyeti	Brute		io	1													3	4		7	7	1	42	72	104	brute	brute	10	15	14	13							0	0	0	90	92	96	40	30	30																						1	1												1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	568	107	418	44	111	172	54	121	93				388	525	85	220	81	144	95	94	138	85				388	525	85	220	81	144	95	94	138	85				A1	stun	100	61	76	150	100	75	100	150	100	75	100	150																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
snowyeti4	449	snowyeti1		3	SnowYeti4	snowyeti4		snowyeti	Brute		io	1													3	4		7	7	1	43	73	105	brute	brute	10	15	14	13							0	0	0	90	93	97	40	60	60																						1	1												1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	472	570	107	430	42	108	172	51	121	92				388	525	85	220	81	144	95	94	138	85				388	525	85	220	81	144	95	94	138	85				A1	stun	100	74	88	200	100	75	100	200	100	75	100	200																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
wolfrider1	450	wolfrider1	wolfrider2	0	WolfRider1	wolfrider1			Idle		wr														3	4		1	1	2																																																																																													100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																		Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wolfrider2	451	wolfrider1	wolfrider3	1	WolfRider2	wolfrider2			Idle		wr														3	4		1	1	2																																																																																													100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																		Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
wolfrider3	452	wolfrider1		2	WolfRider3	wolfrider3			Idle		wr														3	4		1	1	2																																																																																													100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																		Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
minion1	453	minion1	minion2	0	Minionexp	minion1		minion	Minion		xx	1													2	4		7	10	2	35	68	99	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	50	50																			1	1												1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	595	101	334	95	120	189	114	139	162				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minion2	454	minion1	minion3	2	Slayerexp	minion2		minion	Minion		xx	1													2	4		7	10	2	37	69	101	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	45	45																			1	1												1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	592	101	352	96	120	189	114	144	163				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minion3	455	minion1	minion4	1	IceBoar	minion3		minion	Minion		xx	1													2	4		7	10	2	39	70	100	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	40	40																			1	1												1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	472	592	101	372	98	120	189	114	142	162				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion4	456	minion1	minion5	3	FireBoar	minion4		minion	Minion		xx	1													2	4		7	10	2	40	70	101	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	35	35																			1	1												1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	592	101	382	92	120	189	109	142	164				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion5	457	minion1	minion6	4	HellSpawn	minion5		minion	Minion		xx	1													2	4		7	10	2	41	72	101	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	60	60																			1	1							1					1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	592	101	394	92	120	189	115	142	163				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion6	458	minion1	minion7	5	IceSpawn	minion6		minion	Minion		xx	1													2	4		7	10	2	42	74	101	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	45	45																			1	1												1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	592	101	428	96	121	189	116	146	163				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion7	459	minion1	minion8	6	GreaterHellSpawn	minion7		minion	Minion		xx	1													3	5		7	10	2	43	75	102	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	50	50																			1	1							1					1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	590	101	440	92	121	189	111	140	163				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
minion8	460	minion1	minion9	7	GreaterIceSpawn	minion8		minion	Minion		xx	1													3	5		7	10	2	44	76	102	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	55	55																			1	1												1	1						1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	475	592	101	452	96	121	189	116	145	163				250	312	100	160	94	125	100	88	144	110				250	312	100	160	94	125	100	88	144	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
suicideminion1	461	suicideminion1	suicideminion2	0	FanaticMinion	suicideminion1		minion	SuicideMinion		xy	1													1	1		10	10	2	35	68	99	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	95	142	84	356	125	188								50	100	85	140	125	188								50	100	85	140	125	188																																																																				0
suicideminion2	462	suicideminion1	suicideminion3	1	BerserkSlayer	suicideminion2		minion	SuicideMinion		xy	1													1	1		10	10	2	37	69	99	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																											100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				50	50	50	10	98	145	84	376	125	188								50	100	85	140	125	188								50	100	85	140	125	188																																																																				0
