Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
PerfectSaphireRunewordArmor		1		tors	cloa									gpb	gpb	gpb				mana%		7	9	att-demon		64	148	mana-kill		7	7	light		2	2													0
PerfectSaphireRunewordArmor		1		tors	cloa									gpb	gpb	gpb	gpb			mana%		8	11	att-demon		71	164	mana-kill		8	8	light		3	3													0
PerfectSaphireRunewordArmor		1		tors	cloa									gpb	gpb	gpb	gpb	gpb		mana%		9	13	att-demon		78	180	mana-kill		9	9	light		4	4													0
PerfectSaphireRunewordArmor		1		tors	cloa									gpb	gpb	gpb	gpb	gpb	gpb	mana%		10	15	att-demon		85	196	mana-kill		10	10	light		5	5													0
ChippedSaphireRunewordArmor		0		helm										gcb						mana%		4	4	att-demon		3	6	mana-kill		1	1	light		1	1													0
ChippedSaphireRunewordArmor		1		helm										gcb	gcb					mana%		6	6	att-demon		4	9	mana-kill		2	2	light		1	1													0
ChippedSaphireRunewordArmor		1		helm										gcb	gcb	gcb				mana%		9	9	att-demon		6	13	mana-kill		3	3	light		2	2													0
ChippedSaphireRunewordArmor		1		helm										gcb	gcb	gcb	gcb			mana%		12	12	att-demon		7	16	mana-kill		4	4	light		3	3													0
FlawedSaphireRunewordArmor		0		helm										gfb						mana%		6	6	att-demon		4	9	mana-kill		2	2	light		1	1													0
FlawedSaphireRunewordArmor		1		helm										gfb	gfb					mana%		9	9	att-demon		6	13	mana-kill		3	3	light		1	1													0
FlawedSaphireRunewordArmor		1		helm										gfb	gfb	gfb				mana%		12	12	att-demon		8	18	mana-kill		4	4	light		2	2													0
FlawedSaphireRunewordArmor		1		helm										gfb	gfb	gfb	gfb			mana%		15	15	att-demon		10	23	mana-kill		5	5	light		3	3													0
NormalSaphireRunewordArmor		0		helm										gsb						mana%		9	9	att-demon		9	21	mana-kill		3	3	light		1	1													0
NormalSaphireRunewordArmor		1		helm										gsb	gsb					mana%		12	12	att-demon		12	28	mana-kill		4	4	light		1	1													0
NormalSaphireRunewordArmor		1		helm										gsb	gsb	gsb				mana%		15	15	att-demon		15	35	mana-kill		5	5	light		2	2													0
NormalSaphireRunewordArmor		1		helm										gsb	gsb	gsb	gsb			mana%		18	18	att-demon		20	45	mana-kill		6	6	light		3	3													0
FlawlessSaphireRunewordArmor		0		helm										glb						mana%		12	12	att-demon		27	61	mana-kill		4	4	light		1	1													0
FlawlessSaphireRunewordArmor		1		helm										glb	glb					mana%		15	15	att-demon		30	69	mana-kill		5	5	light		1	1													0
FlawlessSaphireRunewordArmor		1		helm										glb	glb	glb				mana%		18	18	att-demon		34	78	mana-kill		6	6	light		2	2													0
FlawlessSaphireRunewordArmor		1		helm										glb	glb	glb	glb			mana%		21	21	att-demon		38	87	mana-kill		7	7	light		3	3													0
PerfectSaphireRunewordArmor		0		helm										gpb						mana%		15	15	att-demon		38	87	mana-kill		5	5	light		1	1													0
PerfectSaphireRunewordArmor		1		helm										gpb	gpb					mana%		19	19	att-demon		43	99	mana-kill		6	6	light		1	1													0
PerfectSaphireRunewordArmor		1		helm										gpb	gpb	gpb				mana%		22	22	att-demon		48	111	mana-kill		7	7	light		2	2													0
PerfectSaphireRunewordArmor		1		helm										gpb	gpb	gpb	gpb			mana%		25	25	att-demon		54	123	mana-kill		8	8	light		3	3													0
ChippedSaphireRunewordArmor		0		belt										gcb						mana%		1	3	att-demon		3	6	mana-kill		1	1	light		1	1													0
ChippedSaphireRunewordArmor		1		belt										gcb	gcb					mana%		4	4	att-demon		4	9	mana-kill		2	2	light		1	1													0
FlawedSaphireRunewordArmor		0		belt										gfb						mana%		2	3	att-demon		4	9	mana-kill		2	2	light		1	1													0
FlawedSaphireRunewordArmor		1		belt										gfb	gfb					mana%		5	5	att-demon		6	13	mana-kill		3	3	light		1	1													0
NormalSaphireRunewordArmor		0		belt										gsb						mana%		3	3	att-demon		9	21	mana-kill		3	3	light		1	1													0
NormalSaphireRunewordArmor		1		belt										gsb	gsb					mana%		6	6	att-demon		12	28	mana-kill		4	4	light		1	1													0
FlawlessSaphireRunewordArmor		0		belt										glb						mana%		4	4	att-demon		27	61	mana-kill		4	4	light		1	1													0
FlawlessSaphireRunewordArmor		1		belt										glb	glb					mana%		8	8	att-demon		30	69	mana-kill		5	5	light		1	1													0
PerfectSaphireRunewordArmor		0		belt										gpb						mana%		5	5	att-demon		38	87	mana-kill		5	5	light		1	1													0
PerfectSaphireRunewordArmor		1		belt										gpb	gpb					mana%		10	10	att-demon		43	99	mana-kill		6	6	light		1	1													0
ChippedSaphireRunewordShield		0		shld										gcb						abs-cold		1	1	enr		1	1	light		1	1																	0
ChippedSaphireRunewordShield		1		shld										gcb	gcb					abs-cold		2	2	enr		2	2	light		1	1																	0
ChippedSaphireRunewordShield		1		shld										gcb	gcb	gcb				abs-cold		3	3	enr		3	3	light		2	2																	0
ChippedSaphireRunewordShield		1		shld										gcb	gcb	gcb	gcb			abs-cold		4	4	enr		4	4	light		3	3																	0
ChippedSaphireRunewordShield		1		shld										gcb	gcb	gcb	gcb	gcb		abs-cold		5	5	enr		5	5	light		4	4																	0
ChippedSaphireRunewordShield		1		shld										gcb	gcb	gcb	gcb	gcb	gcb	abs-cold		6	6	enr		6	6	light		5	5																	0
FlawedSaphireRunewordShield		0		shld										gfb						abs-cold		2	2	enr		2	2	light		1	1																	0
FlawedSaphireRunewordShield		1		shld										gfb	gfb					abs-cold		4	4	enr		4	4	light		1	1																	0
FlawedSaphireRunewordShield		1		shld										gfb	gfb	gfb				abs-cold		6	6	enr		6	6	light		2	2																	0
FlawedSaphireRunewordShield		1		shld										gfb	gfb	gfb	gfb			abs-cold		8	8	enr		8	8	light		3	3																	0
FlawedSaphireRunewordShield		1		shld										gfb	gfb	gfb	gfb	gfb		abs-cold		10	10	enr		10	10	light		4	4																	0
FlawedSaphireRunewordShield		1		shld										gfb	gfb	gfb	gfb	gfb	gfb	abs-cold		12	12	enr		12	12	light		5	5																	0
NormalSaphireRunewordShield		0		shld										gsb						abs-cold		3	3	enr		3	3	light		1	1																	0
NormalSaphireRunewordShield		1		shld										gsb	gsb					abs-cold		6	6	enr		6	6	light		1	1																	0
NormalSaphireRunewordShield		1		shld										gsb	gsb	gsb				abs-cold		9	9	enr		9	9	light		2	2																	0
NormalSaphireRunewordShield		1		shld										gsb	gsb	gsb	gsb			abs-cold		12	12	enr		12	12	light		3	3																	0
NormalSaphireRunewordShield		1		shld										gsb	gsb	gsb	gsb	gsb		abs-cold		15	15	enr		15	15	light		4	4																	0
NormalSaphireRunewordShield		1		shld										gsb	gsb	gsb	gsb	gsb	gsb	abs-cold		18	18	enr		18	18	light		5	5																	0
FlawlessSaphireRunewordShield		0		shld										glb						abs-cold		4	4	enr		4	4	light		1	1																	0
FlawlessSaphireRunewordShield		1		shld										glb	glb					abs-cold		8	8	enr		8	8	light		1	1																	0
FlawlessSaphireRunewordShield		1		shld										glb	glb	glb				abs-cold		12	12	enr		12	12	light		2	2																	0
FlawlessSaphireRunewordShield		1		shld										glb	glb	glb	glb			abs-cold		16	16	enr		16	16	light		3	3																	0
FlawlessSaphireRunewordShield		1		shld										glb	glb	glb	glb	glb		abs-cold		20	20	enr		20	20	light		4	4																	0
FlawlessSaphireRunewordShield		1		shld										glb	glb	glb	glb	glb	glb	abs-cold		24	24	enr		24	24	light		5	5																	0
PerfectSaphireRunewordShield		0		shld										gpb						abs-cold		5	5	enr		5	5	light		1	1																	0
PerfectSaphireRunewordShield		1		shld										gpb	gpb					abs-cold		10	10	enr		10	10	light		1	1																	0
PerfectSaphireRunewordShield		1		shld										gpb	gpb	gpb				abs-cold		15	15	enr		15	15	light		2	2																	0
PerfectSaphireRunewordShield		1		shld										gpb	gpb	gpb	gpb			abs-cold		20	20	enr		20	20	light		3	3																	0
PerfectSaphireRunewordShield		1		shld										gpb	gpb	gpb	gpb	gpb		abs-cold		25	25	enr		25	25	light		4	4																	0
PerfectSaphireRunewordShield		1		shld										gpb	gpb	gpb	gpb	gpb	gpb	abs-cold		30	30	enr		30	30	light		5	5																	0
ChippedSaphireRunewordShield		0		boot										gcb						abs-cold		1	1	enr		1	1	light		1	1																	0
ChippedSaphireRunewordShield		1		boot										gcb	gcb					abs-cold		2	2	enr		2	2	light		1	1																	0
ChippedSaphireRunewordShield		1		boot										gcb	gcb	gcb				abs-cold		3	3	enr		3	3	light		2	2																	0
ChippedSaphireRunewordShield		1		boot										gcb	gcb	gcb	gcb			abs-cold		4	4	enr		4	4	light		3	3																	0
FlawedSaphireRunewordShield		0		boot										gfb						abs-cold		2	2	enr		2	2	light		1	1																	0
FlawedSaphireRunewordShield		1		boot										gfb	gfb					abs-cold		4	4	enr		4	4	light		1	1																	0
FlawedSaphireRunewordShield		1		boot										gfb	gfb	gfb				abs-cold		6	6	enr		6	6	light		2	2																	0
FlawedSaphireRunewordShield		1		boot										gfb	gfb	gfb	gfb			abs-cold		8	8	enr		8	8	light		3	3																	0
NormalSaphireRunewordShield		0		boot										gsb						abs-cold		3	3	enr		3	3	light		1	1																	0
NormalSaphireRunewordShield		1		boot										gsb	gsb					abs-cold		6	6	enr		6	6	light		1	1																	0
NormalSaphireRunewordShield		1		boot										gsb	gsb	gsb				abs-cold		9	9	enr		9	9	light		2	2																	0
NormalSaphireRunewordShield		1		boot										gsb	gsb	gsb	gsb			abs-cold		12	12	enr		12	12	light		3	3																	0
FlawlessSaphireRunewordShield		0		boot										glb						abs-cold		4	4	enr		4	4	light		1	1																	0
FlawlessSaphireRunewordShield		1		boot										glb	glb					abs-cold		8	8	enr		8	8	light		1	1																	0
FlawlessSaphireRunewordShield		1		boot										glb	glb	glb				abs-cold		12	12	enr		12	12	light		2	2																	0
FlawlessSaphireRunewordShield		1		boot										glb	glb	glb	glb			abs-cold		16	16	enr		16	16	light		3	3																	0
PerfectSaphireRunewordShield		0		boot										gpb						abs-cold		5	5	enr		5	5	light		1	1																	0
PerfectSaphireRunewordShield		1		boot										gpb	gpb					abs-cold		10	10	enr		10	10	light		1	1																	0
PerfectSaphireRunewordShield		1		boot										gpb	gpb	gpb				abs-cold		15	15	enr		15	15	light		2	2																	0
PerfectSaphireRunewordShield		1		boot										gpb	gpb	gpb	gpb			abs-cold		20	20	enr		20	20	light		3	3																	0
ChippedEmeraldRuneword		0		weap										gcg						dmg%		5	9	splash	proc_SplashDamage	100	1	pois-min		3	3	pois-max		9	14	pois-len		5	5	pierce-pois		1	1	extra-pois		1	1	0
ChippedEmeraldRuneword		1		weap										gcg	gcg					dmg%		8	12	splash	proc_SplashDamage	100	1	pois-min		6	6	pois-max		18	27	pois-len		10	10	pierce-pois		1	1	extra-pois		1	1	0
ChippedEmeraldRuneword		1		weap										gcg	gcg	gcg				dmg%		13	17	splash	proc_SplashDamage	100	1	pois-min		9	9	pois-max		27	41	pois-len		15	15	pierce-pois		1	2	extra-pois		1	2	0
ChippedEmeraldRuneword		1		weap										gcg	gcg	gcg	gcg			dmg%		18	22	splash	proc_SplashDamage	100	1	pois-min		12	12	pois-max		36	54	pois-len		20	20	pierce-pois		2	2	extra-pois		2	2	0
ChippedEmeraldRuneword		1		weap										gcg	gcg	gcg	gcg	gcg		dmg%		23	27	splash	proc_SplashDamage	100	1	pois-min		15	15	pois-max		45	68	pois-len		25	25	pierce-pois		2	3	extra-pois		2	3	0
ChippedEmeraldRuneword		1		weap										gcg	gcg	gcg	gcg	gcg	gcg	dmg%		28	32	splash	proc_SplashDamage	100	1	pois-min		18	18	pois-max		54	81	pois-len		30	30	pierce-pois		2	3	extra-pois		2	3	0
FlawedEmeraldRuneword		0		weap										gfg						dmg%		10	18	splash	proc_SplashDamage	100	1	pois-min		6	6	pois-max		18	27	pois-len		10	10	pierce-pois		2	2	extra-pois		2	2	0
FlawedEmeraldRuneword		1		weap										gfg	gfg					dmg%		16	24	splash	proc_SplashDamage	100	1	pois-min		12	12	pois-max		36	54	pois-len		15	15	pierce-pois		2	3	extra-pois		2	3	0
FlawedEmeraldRuneword		1		weap										gfg	gfg	gfg				dmg%		26	34	splash	proc_SplashDamage	100	1	pois-min		18	18	pois-max		54	81	pois-len		20	20	pierce-pois		3	4	extra-pois		3	4	0
FlawedEmeraldRuneword		1		weap										gfg	gfg	gfg	gfg			dmg%		36	44	splash	proc_SplashDamage	100	1	pois-min		24	24	pois-max		72	108	pois-len		25	25	pierce-pois		3	4	extra-pois		3	4	0
FlawedEmeraldRuneword		1		weap										gfg	gfg	gfg	gfg	gfg		dmg%		46	54	splash	proc_SplashDamage	100	1	pois-min		30	30	pois-max		90	135	pois-len		30	30	pierce-pois		4	5	extra-pois		4	5	0
FlawedEmeraldRuneword		1		weap										gfg	gfg	gfg	gfg	gfg	gfg	dmg%		56	64	splash	proc_SplashDamage	100	1	pois-min		36	36	pois-max		108	162	pois-len		35	35	pierce-pois		4	6	extra-pois		4	6	0
NormalEmeraldRuneword		0		weap										gsg						dmg%		15	27	splash	proc_SplashDamage	100	1	pois-min		10	10	pois-max		30	45	pois-len		15	15	pierce-pois		3	3	extra-pois		3	3	0
NormalEmeraldRuneword		1		weap										gsg	gsg					dmg%		24	36	splash	proc_SplashDamage	100	1	pois-min		20	20	pois-max		60	90	pois-len		20	20	pierce-pois		4	4	extra-pois		4	4	0
NormalEmeraldRuneword		1		weap										gsg	gsg	gsg				dmg%		39	51	splash	proc_SplashDamage	100	1	pois-min		30	30	pois-max		90	135	pois-len		25	25	pierce-pois		4	5	extra-pois		4	5	0
NormalEmeraldRuneword		1		weap										gsg	gsg	gsg	gsg			dmg%		54	66	splash	proc_SplashDamage	100	1	pois-min		40	40	pois-max		120	180	pois-len		30	30	pierce-pois		5	7	extra-pois		5	7	0
NormalEmeraldRuneword		1		weap										gsg	gsg	gsg	gsg	gsg		dmg%		69	81	splash	proc_SplashDamage	100	1	pois-min		50	50	pois-max		150	225	pois-len		35	35	pierce-pois		5	8	extra-pois		5	8	0
NormalEmeraldRuneword		1		weap										gsg	gsg	gsg	gsg	gsg	gsg	dmg%		84	96	splash	proc_SplashDamage	100	1	pois-min		60	60	pois-max		180	270	pois-len		40	40	pierce-pois		6	9	extra-pois		6	9	0
FlawlessEmeraldRuneword		0		weap										glg						dmg%		20	36	splash	proc_SplashDamage	100	1	pois-min		12	12	pois-max		36	54	pois-len		20	20	pierce-pois		4	4	extra-pois		4	4	0
FlawlessEmeraldRuneword		1		weap										glg	glg					dmg%		32	48	splash	proc_SplashDamage	100	1	pois-min		24	24	pois-max		72	108	pois-len		25	25	pierce-pois		5	6	extra-pois		5	6	0
FlawlessEmeraldRuneword		1		weap										glg	glg	glg				dmg%		52	68	splash	proc_SplashDamage	100	1	pois-min		36	36	pois-max		108	162	pois-len		30	30	pierce-pois		6	7	extra-pois		6	7	0
FlawlessEmeraldRuneword		1		weap										glg	glg	glg	glg			dmg%		72	88	splash	proc_SplashDamage	100	1	pois-min		48	48	pois-max		144	216	pois-len		35	35	pierce-pois		6	9	extra-pois		6	9	0
FlawlessEmeraldRuneword		1		weap										glg	glg	glg	glg	glg		dmg%		92	108	splash	proc_SplashDamage	100	1	pois-min		64	64	pois-max		192	288	pois-len		40	40	pierce-pois		7	10	extra-pois		7	10	0
FlawlessEmeraldRuneword		1		weap										glg	glg	glg	glg	glg	glg	dmg%		112	128	splash	proc_SplashDamage	100	1	pois-min		75	75	pois-max		225	338	pois-len		45	45	pierce-pois		8	12	extra-pois		8	12	0
PerfectEmeraldRuneword		0		weap										gpg						dmg%		25	45	splash	proc_SplashDamage	100	1	pois-min		30	30	pois-max		90	135	pois-len		25	25	pierce-pois		5	5	extra-pois		5	5	0
PerfectEmeraldRuneword		1		weap										gpg	gpg					dmg%		40	60	splash	proc_SplashDamage	100	1	pois-min		45	45	pois-max		135	203	pois-len		30	30	pierce-pois		6	7	extra-pois		6	7	0
PerfectEmeraldRuneword		1		weap										gpg	gpg	gpg				dmg%		65	85	splash	proc_SplashDamage	100	1	pois-min		60	60	pois-max		180	270	pois-len		35	35	pierce-pois		7	9	extra-pois		7	9	0
PerfectEmeraldRuneword		1		weap										gpg	gpg	gpg	gpg			dmg%		90	110	splash	proc_SplashDamage	100	1	pois-min		75	75	pois-max		225	338	pois-len		40	40	pierce-pois		8	11	extra-pois		8	11	0
PerfectEmeraldRuneword		1		weap										gpg	gpg	gpg	gpg	gpg		dmg%		115	135	splash	proc_SplashDamage	100	1	pois-min		90	90	pois-max		270	405	pois-len		45	45	pierce-pois		9	13	extra-pois		9	13	0
PerfectEmeraldRuneword		1		weap										gpg	gpg	gpg	gpg	gpg	gpg	dmg%		140	160	splash	proc_SplashDamage	100	1	pois-min		100	100	pois-max		300	450	pois-len		50	50	pierce-pois		10	15	extra-pois		10	15	0
ChippedEmeraldRuneword		0		glov										gcg						noheal		1	1	openwounds		3	3	pois-min		3	3	pois-max		9	14	pois-len		5	5	light		1	1					0
ChippedEmeraldRuneword		1		glov										gcg	gcg					noheal		1	1	openwounds		6	6	pois-min		6	6	pois-max		18	27	pois-len		10	10	light		1	1					0
ChippedEmeraldRuneword		1		glov										gcg	gcg	gcg				noheal		1	1	openwounds		9	9	pois-min		9	9	pois-max		27	41	pois-len		15	15	light		2	2					0
ChippedEmeraldRuneword		1		glov										gcg	gcg	gcg	gcg			noheal		1	1	openwounds		12	12	pois-min		12	12	pois-max		36	54	pois-len		20	20	light		3	3					0
FlawedEmeraldRuneword		0		glov										gfg						noheal		1	1	openwounds		6	6	pois-min		6	6	pois-max		18	27	pois-len		10	10	light		1	1					0
FlawedEmeraldRuneword		1		glov										gfg	gfg					noheal		1	1	openwounds		12	12	pois-min		12	12	pois-max		36	54	pois-len		15	15	light		1	1					0
FlawedEmeraldRuneword		1		glov										gfg	gfg	gfg				noheal		1	1	openwounds		18	18	pois-min		18	18	pois-max		54	81	pois-len		20	20	light		2	2					0
FlawedEmeraldRuneword		1		glov										gfg	gfg	gfg	gfg			noheal		1	1	openwounds		24	24	pois-min		24	24	pois-max		72	108	pois-len		25	25	light		3	3					0
NormalEmeraldRuneword		0		glov										gsg						noheal		1	1	openwounds		10	10	pois-min		10	10	pois-max		30	45	pois-len		15	15	light		1	1					0
NormalEmeraldRuneword		1		glov										gsg	gsg					noheal		1	1	openwounds		20	20	pois-min		20	20	pois-max		60	90	pois-len		20	20	light		1	1					0
NormalEmeraldRuneword		1		glov										gsg	gsg	gsg				noheal		1	1	openwounds		30	30	pois-min		30	30	pois-max		90	135	pois-len		25	25	light		2	2					0
NormalEmeraldRuneword		1		glov										gsg	gsg	gsg	gsg			noheal		1	1	openwounds		40	40	pois-min		40	40	pois-max		120	180	pois-len		30	30	light		3	3					0
FlawlessEmeraldRuneword		0		glov										glg						noheal		1	1	openwounds		12	12	pois-min		12	12	pois-max		36	54	pois-len		20	20	light		1	1					0
FlawlessEmeraldRuneword		1		glov										glg	glg					noheal		1	1	openwounds		24	24	pois-min		24	24	pois-max		72	108	pois-len		25	25	light		1	1					0
FlawlessEmeraldRuneword		1		glov										glg	glg	glg				noheal		1	1	openwounds		36	36	pois-min		36	36	pois-max		108	162	pois-len		30	30	light		2	2					0
FlawlessEmeraldRuneword		1		glov										glg	glg	glg	glg			noheal		1	1	openwounds		48	48	pois-min		48	48	pois-max		144	216	pois-len		35	35	light		3	3					0
PerfectEmeraldRuneword		0		glov										gpg						noheal		1	1	openwounds		30	30	pois-min		30	30	pois-max		90	135	pois-len		25	25	light		1	1					0
PerfectEmeraldRuneword		1		glov										gpg	gpg					noheal		1	1	openwounds		45	45	pois-min		45	45	pois-max		135	203	pois-len		30	30	light		1	1					0
PerfectEmeraldRuneword		1		glov										gpg	gpg	gpg				noheal		1	1	openwounds		60	60	pois-min		60	60	pois-max		180	270	pois-len		35	35	light		2	2					0
PerfectEmeraldRuneword		1		glov										gpg	gpg	gpg	gpg			noheal		1	1	openwounds		75	75	pois-min		75	75	pois-max		225	338	pois-len		40	40	light		3	3					0
ChippedEmeraldRunewordArmor		0		tors	cloa									gcg						cast2		4	6	light		1	1																					0
ChippedEmeraldRunewordArmor		1		tors	cloa									gcg	gcg					cast2		8	13	light		1	1																					0
ChippedEmeraldRunewordArmor		1		tors	cloa									gcg	gcg	gcg				cast2		12	19	light		2	2																					0
ChippedEmeraldRunewordArmor		1		tors	cloa									gcg	gcg	gcg	gcg			cast2		16	25	res-pois-len		25	25	light		3	3																	0
ChippedEmeraldRunewordArmor		1		tors	cloa									gcg	gcg	gcg	gcg	gcg		cast2		20	31	res-pois-len		25	25	light		4	4																	0
ChippedEmeraldRunewordArmor		1		tors	cloa									gcg	gcg	gcg	gcg	gcg	gcg	cast2		24	38	res-pois-len		50	50	light		5	5																	0
FlawedEmeraldRunewordArmor		0		tors	cloa									gfg						cast2		4	6	light		1	1																					0
FlawedEmeraldRunewordArmor		1		tors	cloa									gfg	gfg					cast2		8	13	light		1	1																					0
FlawedEmeraldRunewordArmor		1		tors	cloa									gfg	gfg	gfg				cast2		12	19	light		2	2																					0
FlawedEmeraldRunewordArmor		1		tors	cloa									gfg	gfg	gfg	gfg			cast2		16	25	res-pois-len		25	25	light		3	3																	0
FlawedEmeraldRunewordArmor		1		tors	cloa									gfg	gfg	gfg	gfg	gfg		cast2		20	31	res-pois-len		25	25	light		4	4																	0
FlawedEmeraldRunewordArmor		1		tors	cloa									gfg	gfg	gfg	gfg	gfg	gfg	cast2		24	38	res-pois-len		50	50	light		5	5																	0
NormalEmeraldRunewordArmor		0		tors	cloa									gsg						cast2		4	6	light		1	1																					0
NormalEmeraldRunewordArmor		1		tors	cloa									gsg	gsg					cast2		8	13	light		1	1																					0
NormalEmeraldRunewordArmor		1		tors	cloa									gsg	gsg	gsg				cast2		12	19	res-pois-len		25	25	light		2	2																	0
NormalEmeraldRunewordArmor		1		tors	cloa									gsg	gsg	gsg	gsg			cast2		16	25	res-pois-len		25	25	light		3	3																	0
NormalEmeraldRunewordArmor		1		tors	cloa									gsg	gsg	gsg	gsg	gsg		cast2		20	31	res-pois-len		50	50	light		4	4																	0
NormalEmeraldRunewordArmor		1		tors	cloa									gsg	gsg	gsg	gsg	gsg	gsg	cast2		24	38	res-pois-len		50	50	light		5	5																	0
FlawlessEmeraldRunewordArmor		0		tors	cloa									glg						cast2		4	6					light		1	1																	0
FlawlessEmeraldRunewordArmor		1		tors	cloa									glg	glg					cast2		8	13	res-pois-len		25	25	light		1	1																	0
FlawlessEmeraldRunewordArmor		1		tors	cloa									glg	glg	glg				cast2		12	19	res-pois-len		25	25	light		2	2																	0
FlawlessEmeraldRunewordArmor		1		tors	cloa									glg	glg	glg	glg			cast2		16	25	res-pois-len		50	50	light		3	3																	0
FlawlessEmeraldRunewordArmor		1		tors	cloa									glg	glg	glg	glg	glg		cast2		20	31	res-pois-len		50	50	light		4	4																	0
FlawlessEmeraldRunewordArmor		1		tors	cloa									glg	glg	glg	glg	glg	glg	cast2		24	38	res-pois-len		75	75	light		5	5																	0
PerfectEmeraldRunewordArmor		0		tors	cloa									gpg						cast2		4	6					light		1	1																	0
PerfectEmeraldRunewordArmor		1		tors	cloa									gpg	gpg					cast2		8	13	res-pois-len		25	25	light		1	1																	0
PerfectEmeraldRunewordArmor		1		tors	cloa									gpg	gpg	gpg				cast2		12	19	res-pois-len		50	50	light		2	2																	0
PerfectEmeraldRunewordArmor		1		tors	cloa									gpg	gpg	gpg	gpg			cast2		16	25	res-pois-len		50	50	light		3	3																	0
PerfectEmeraldRunewordArmor		1		tors	cloa									gpg	gpg	gpg	gpg	gpg		cast2		20	31	res-pois-len		75	75	light		4	4																	0
PerfectEmeraldRunewordArmor		1		tors	cloa									gpg	gpg	gpg	gpg	gpg	gpg	cast2		24	38	res-pois-len		75	75	light		5	5																	0
ChippedEmeraldRunewordArmor		0		helm										gcg						cast2		4	6	light		1	1																					0
ChippedEmeraldRunewordArmor		1		helm										gcg	gcg					cast2		8	13	light		1	1																					0
ChippedEmeraldRunewordArmor		1		helm										gcg	gcg	gcg				cast2		12	19	light		2	2																					0
ChippedEmeraldRunewordArmor		1		helm										gcg	gcg	gcg	gcg			cast2		16	25	res-pois-len		25	25	light		3	3																	0
FlawedEmeraldRunewordArmor		0		helm										gfg						cast2		4	6	light		1	1																					0
FlawedEmeraldRunewordArmor		1		helm										gfg	gfg					cast2		8	13	light		1	1																					0
FlawedEmeraldRunewordArmor		1		helm										gfg	gfg	gfg				cast2		12	19	light		2	2																					0
FlawedEmeraldRunewordArmor		1		helm										gfg	gfg	gfg	gfg			cast2		16	25	res-pois-len		25	25	light		3	3																	0
NormalEmeraldRunewordArmor		0		helm										gsg						cast2		4	6	light		1	1																					0
NormalEmeraldRunewordArmor		1		helm										gsg	gsg					cast2		8	13	light		1	1																					0
NormalEmeraldRunewordArmor		1		helm										gsg	gsg	gsg				cast2		12	19	res-pois-len		25	25	light		2	2																	0
NormalEmeraldRunewordArmor		1		helm										gsg	gsg	gsg	gsg			cast2		16	25	res-pois-len		25	25	light		3	3																	0
FlawlessEmeraldRunewordArmor		0		helm										glg						cast2		4	6	light		1	1																					0
FlawlessEmeraldRunewordArmor		1		helm										glg	glg					cast2		8	13	res-pois-len		25	25	light		1	1																	0
FlawlessEmeraldRunewordArmor		1		helm										glg	glg	glg				cast2		12	19	res-pois-len		25	25	light		2	2																	0
FlawlessEmeraldRunewordArmor		1		helm										glg	glg	glg	glg			cast2		16	25	res-pois-len		50	50	light		3	3																	0
PerfectEmeraldRunewordArmor		0		helm										gpg						cast2		4	6	light		1	1																					0
PerfectEmeraldRunewordArmor		1		helm										gpg	gpg					cast2		8	13	res-pois-len		25	25	light		1	1																	0
PerfectEmeraldRunewordArmor		1		helm										gpg	gpg	gpg				cast2		12	19	res-pois-len		50	50	light		2	2																	0
PerfectEmeraldRunewordArmor		1		helm										gpg	gpg	gpg	gpg			cast2		16	25	res-pois-len		50	50	light		3	3																	0
ChippedEmeraldRunewordArmor		0		belt										gcg						cast2		4	6	light		1	1																					0
ChippedEmeraldRunewordArmor		1		belt										gcg	gcg					cast2		8	13	light		1	1																					0
FlawedEmeraldRunewordArmor		0		belt										gfg						cast2		4	6	light		1	1																					0
FlawedEmeraldRunewordArmor		1		belt										gfg	gfg					cast2		8	13	light		1	1																					0
NormalEmeraldRunewordArmor		0		belt										gsg						cast2		4	6	light		1	1																					0
NormalEmeraldRunewordArmor		1		belt										gsg	gsg					cast2		8	13	light		1	1																					0
FlawlessEmeraldRunewordArmor		0		belt										glg						cast2		4	6	light		1	1																					0
FlawlessEmeraldRunewordArmor		1		belt										glg	glg					cast2		8	13	res-pois-len		25	25																					0
PerfectEmeraldRunewordArmor		0		belt										gpg						cast2		4	6	res-pois-len		25	25																					0
PerfectEmeraldRunewordArmor		1		belt										gpg	gpg					cast2		8	13	res-pois-len		50	50																					0
ChippedEmeraldRunewordShield		0		shld										gcg						move2		3	3	ac%/lvl	1	light		1	1																			0
ChippedEmeraldRunewordShield		1		shld										gcg	gcg					move2		4	4	ac%/lvl	2	light		1	1																			0
ChippedEmeraldRunewordShield		1		shld										gcg	gcg	gcg				move2		5	5	ac%/lvl	3	light		2	2																			0
ChippedEmeraldRunewordShield		1		shld										gcg	gcg	gcg	gcg			move2		6	6	ac%/lvl	4	light		3	3																			0
ChippedEmeraldRunewordShield		1		shld										gcg	gcg	gcg	gcg	gcg		move2		8	8	ac%/lvl	5	light		4	4																			0
